country_full,country,ecoSeries,ecoAPI,localAPI,localSeries,localDataset,Title,SubTitle,API_base,API_full,source,source_long,description,units,date,field,multiplier,date_keys,value_keys,filter,orient,use_cache
Ethiopia,eth,gdpa,https://api.economicsobservatory.com/eth/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/gdpa.json,,,GDP,GDP (constant 2015 US$) | CSA (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/gdpa.json,CSA,Central Statistical Agency,GDP (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Ethiopia,eth,gdpp,https://api.economicsobservatory.com/eth/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/gdpp.json,,,GDP per capita,GDP per capita (constant 2015 US$) | CSA (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/gdpp.json,CSA,Central Statistical Agency,GDP per capita (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Ethiopia,eth,grow,https://api.economicsobservatory.com/eth/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/grow.json,,,GDP Growth,GDP growth (annual %) | CSA (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/grow.json,CSA,Central Statistical Agency,GDP growth (annual %),%,,,1,,,,,1
Ethiopia,eth,impo,https://api.economicsobservatory.com/eth/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/impo.json,,,Imports,Imports of goods and services (current US$) | CSA (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/impo.json,CSA,Central Statistical Agency,Imports of goods and services (current US$),current US$,,,1,,,,,1
Ethiopia,eth,infl,https://api.economicsobservatory.com/eth/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/infl.json,,,Inflation,"Inflation, consumer prices (annual %) | CSA (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/infl.json,CSA,Central Statistical Agency,"Inflation, consumer prices (annual %)",%,,,1,,,,,1
Ethiopia,eth,popu,https://api.economicsobservatory.com/eth/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/popu.json,,,Population,"Population, total | CSA (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/popu.json,CSA,Central Statistical Agency,"Population, total",total,,,1,,,,,1
Ethiopia,eth,unem,https://api.economicsobservatory.com/eth/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/unem.json,,,Unemployment,"Unemployment, total (% of total labor force) (modeled ILO estimate) | CSA (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/unem.json,CSA,Central Statistical Agency,"Unemployment, total (% of total labor force) (modeled ILO estimate)",% of total labor force,,,1,,,,,1
France,fra,debt,https://api.economicsobservatory.com/fra/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/debt.json,,,Debt,"General Government Debt, % of GDP  | Insee through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/debt.json,Insee,Institut national de la statistique et des études économiques,"General Government Debt, % of GDP",%,,,1,,,,,1
France,fra,fert,https://api.economicsobservatory.com/fra/fert,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/fert.json,,,Fertility,Total fertility rate | Insee through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/fert.json,Insee,Institut national de la statistique et des études économiques,Total fertility rate,Births,,,1,,,,,1
France,fra,grow,https://api.economicsobservatory.com/fra/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/grow.json,,,Growth,"Real GDP Growth, Chained Prices | Insee through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/grow.json,Insee,Institut national de la statistique et des études économiques,"Real GDP Growth, Chained Prices",%,,,1,,,,,1
France,fra,house,https://api.economicsobservatory.com/fra/house,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/house.json,,,Housing Stock,"Housing Stock, Thousands of Dwellings | Insee through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/house.json,Insee,Institut national de la statistique et des études économiques,"Housing Stock, Thousands of Dwellings",Thousands,,,1,,,,,1
France,fra,infl,https://api.economicsobservatory.com/fra/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/infl.json,,,Inflation,Year-on-year change in CPI | Insee through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/infl.json,Insee,Institut national de la statistique et des études économiques,Year-on-year change in CPI,%,,,1,,,,,1
France,fra,popu,https://api.economicsobservatory.com/fra/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/popu.json,,,Population,"Population, excluding Mayotte until 2014 | Insee through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/popu.json,Insee,Institut national de la statistique et des études économiques,"Population, excluding Mayotte until 2014",People,,,1,,,,,1
France,fra,undr,https://api.economicsobservatory.com/fra/undr,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/undr.json,,,Underemployment Rate,Underemployment Rate | Insee through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/undr.json,Insee,Institut national de la statistique et des études économiques,Underemployment Rate,%,,,1,,,,,1
France,fra,unem,https://api.economicsobservatory.com/fra/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/unem.json,,,Unemployment Rate,Unemployment Rate | Insee through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/unem.json,Insee,Institut national de la statistique et des études économiques,Unemployment Rate,%,,,1,,,,,1
France,fra,wage,https://api.economicsobservatory.com/fra/wage,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/wage.json,,,Wage Growth,"Year-on-year change in salary index, excluding agriculture | Insee through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/wage.json,Insee,Institut national de la statistique et des études économiques,"Year-on-year change in salary index, excluding agriculture",%,,,1,,,,,1
Germany,deu,debt,https://api.economicsobservatory.com/deu/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/debt.json,1,71311,Debt,Total debt to the non-public sector (EUR mn) | Destatis through ECO API,https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/debt.json,Destatis,Federal Statistical Office of Germany,Total debt to the non-public sector (EUR mn)�,1,['Germany'],Unnamed_60,1,,,,,1
Germany,deu,expo,https://api.economicsobservatory.com/deu/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/expo.json,28,81000,Exports,"Exports (bn EUR), price and season adjusted | Destatis through ECO API",https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/expo.json,Destatis,Federal Statistical Office of Germany,"Exports (bn EUR), price and season adjusted�",1,"['Unnamed_2', 'Unnamed_3']",Unnamed_4,1,,,,,1
Germany,deu,gdpa,https://api.economicsobservatory.com/deu/gdp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/gdp.json,6,81000,GDP,Seasonally adjusted Gross Domestic Product at current prices (EUR mn) | Destatis through ECO API,https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/gdp.json,Destatis,Federal Statistical Office of Germany,Seasonally adjusted Gross Domestic Product at current prices (EUR mn)�,1,"['Unnamed_1', 'Unnamed_2']",Gross domestic product,1,,,,,1
Germany,deu,impo,https://api.economicsobservatory.com/deu/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/impo.json,28,81000,Imports,"Imports (bn EUR), price and season adjusted | Destatis through ECO API",https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/impo.json,Destatis,Federal Statistical Office of Germany,"Imports (bn EUR), price and season adjusted�",1,"['Unnamed_2', 'Unnamed_3']",Unnamed_7,1,,,,,1
Germany,deu,infl,https://api.economicsobservatory.com/deu/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/infl.json,2,61111,Inflation,Year-on-year CPI inflation (%) | Destatis through ECO API,https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/infl.json,Destatis,Federal Statistical Office of Germany,Year-on-year CPI inflation (%)�,1,"['Unnamed_0', 'Unnamed_1']",Change on previous year's month,1,,,,,1
Germany,deu,part,https://api.economicsobservatory.com/deu/part,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/part.json,11,81000,Participation Rate,Labour Participation rate (%) | Destatis through ECO API,https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/part.json,Destatis,Federal Statistical Office of Germany,Labour Participation rate (%)�,,1,['Unnamed_0'],1,,,,,1
Germany,deu,popu,https://api.economicsobservatory.com/deu/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/popu.json,11,81000,Population,Population (mn) | Destatis through ECO API,https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/popu.json,Destatis,Federal Statistical Office of Germany,Population (mn)�,,,1,1,,,,,1
Germany,deu,unem,https://api.economicsobservatory.com/deu/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/unem.json,11,81000,Unemployment,Unemployment rate (%) | Destatis through ECO API,https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/unem.json,Destatis,Federal Statistical Office of Germany,Unemployment rate (%)�,,1,['Unnamed_0'],1,,,,,1
Great Britain,gbr,debt,https://api.economicsobservatory.com/gbr/debt,https://api.ons.gov.uk/timeseries/HF6X/dataset/PUSF/data,HF6X,PUSF,Debt,"Public sector net debt, % GDP | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/HF6X/dataset/PUSF/data,ONS,UK Office for National Statistics,"PS, Net Debt as a % of GDP, NSA",% of GDP,months.date,months.value,1,,,,,0
Great Britain,gbr,empd,https://api.economicsobservatory.com/gbr/empd,https://api.ons.gov.uk/timeseries/MGRZ/dataset/LMS/data,MGRZ,LMS,Employed,"Ages 16 and over, thousands | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/MGRZ/dataset/LMS/data,ONS,UK Office for National Statistics,,thousands,months.date,months.value,1,,,,,0
Great Britain,gbr,empl,https://api.economicsobservatory.com/gbr/empl,https://api.ons.gov.uk/timeseries/MGSR/dataset/LMS/data,MGSR,LMS,Employment rate,"Ages 16 and over, % | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/MGSR/dataset/LMS/data,ONS,UK Office for National Statistics,,%,months.date,months.value,1,,,,,0
Great Britain,gbr,expo,https://api.economicsobservatory.com/gbr/expo,https://api.ons.gov.uk/timeseries/LQAD/dataset/UKEA/data,LQAD,UKEA,Exports,"Goods, £ million GBP | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/LQAD/dataset/UKEA/data,ONS,UK Office for National Statistics,"Trade in Goods, T, WW, Exports, BOP, CP, NSA",£ million,quarters.date,quarters.value,1,,,,,0
Great Britain,gbr,grow,https://api.economicsobservatory.com/gbr/grow,https://api.ons.gov.uk/timeseries/IHYR/dataset/QNA/data,IHYR,QNA,Growth,% | Source: ONS through ECO API,https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/IHYR/dataset/QNA/data,ONS,UK Office for National Statistics,"Gross Domestic Product, QoQ4 growth rate, CVM SA",%,quarters.date,quarters.value,1,,,,,0
Great Britain,gbr,impo,https://api.economicsobservatory.com/gbr/impo,https://api.ons.gov.uk/timeseries/LQBL/dataset/UKEA/data,LQBL,UKEA,Imports,"Goods, £ million GBP | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/LQBL/dataset/UKEA/data,ONS,UK Office for National Statistics,"Trade in Goods, T, WW, Imports, BOP, CP, NSA",£ million,quarters.date,quarters.value,1,,,,,0
Great Britain,gbr,inac,https://api.economicsobservatory.com/gbr/inac,https://api.ons.gov.uk/timeseries/LF4T/dataset/LMS/data,LF4T,LMS,Inactivity,"Age 16-64, % workforce | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/LF4T/dataset/LMS/data,ONS,UK Office for National Statistics,"LFS, Economic inactivity rate, Aged 16-64, GB, All, SA",%,months.date,months.value,1,,,,,0
Great Britain,gbr,infl,https://api.economicsobservatory.com/gbr/infl,https://api.ons.gov.uk/timeseries/L55O/dataset/MM23/data,L55O,MM23,Inflation,"All items, % | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/L55O/dataset/MM23/data,ONS,UK Office for National Statistics,"CPIH annual rate, All items, 2015=100",%,months.date,months.value,1,,,,,0
Great Britain,gbr,popu,https://api.economicsobservatory.com/gbr/popu,https://api.ons.gov.uk/timeseries/GBPOP/dataset/POP/data,GBPOP,POP,Population,Number of people | Source: ONS through ECO API,https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/GBPOP/dataset/POP/data,ONS,UK Office for National Statistics,,people,years.date,years.value,1,,,,,0
Great Britain,gbr,prod,https://api.economicsobservatory.com/gbr/prod,https://api.ons.gov.uk/timeseries/LZVB/dataset/PRDY/data,LZVB,PRDY,Productivity,"Output per hour, Index, base year = 100 | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/LZVB/dataset/PRDY/data,ONS,UK Office for National Statistics,"Output per hour worked SA, UK Whole Economy, Index 2019 = 100","Index, base year = 100",quarters.date,quarters.value,1,,,,,0
Great Britain,gbr,unem,https://api.economicsobservatory.com/gbr/unem,https://api.ons.gov.uk/timeseries/MGSX/dataset/LMS/data,MGSX,LMS,Unemployment rate,"Ages 16 and over, % | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/MGSX/dataset/LMS/data,ONS,UK Office for National Statistics,"Unemployment rate, ages 16 and over, seasonally adjusted",%,months.date,months.value,1,,,,,0
Great Britain,gbr,wage,https://api.economicsobservatory.com/gbr/wage,https://api.ons.gov.uk/timeseries/KAb9/dataset/LMS/data,KAb9,LMS,Weekly wage,"Total Weekly Pay, £ | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/KAb9/dataset/LMS/data,ONS,UK Office for National Statistics,,£ / week,months.date,months.value,1,,,,,0
India,ind,debt,https://api.economicsobservatory.com/ind/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/debt.json,,,Debt,"Central government debt, total (% of GDP) | CSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/debt.json,CSO,Central Statistical Office,"Central government debt, total (% of GDP)",% of GDP,,,1,,,,,1
India,ind,empl,https://api.economicsobservatory.com/ind/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/empl.json,,,Employment to population ratio,"Employment to population ratio, 15+, total (%) (modeled ILO estimate) | CSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/empl.json,CSO,Central Statistical Office,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",%,,,1,,,,,1
India,ind,expo,https://api.economicsobservatory.com/ind/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/expo.json,,,Exports,Exports of goods and services (current US$) | CSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/expo.json,CSO,Central Statistical Office,Exports of goods and services (current US$),current US$,,,1,,,,,1
India,ind,gdpa,https://api.economicsobservatory.com/ind/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/gdpa.json,,,GDP,GDP (constant 2015 US$) | CSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/gdpa.json,CSO,Central Statistical Office,GDP (constant 2015 US$),constant 2015 US$,,,1,,,,,1
India,ind,gdpp,https://api.economicsobservatory.com/ind/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/gdpp.json,,,GDP per capita,GDP per capita (constant 2015 US$) | CSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/gdpp.json,CSO,Central Statistical Office,GDP per capita (constant 2015 US$),constant 2015 US$,,,1,,,,,1
India,ind,grow,https://api.economicsobservatory.com/ind/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/grow.json,,,GDP Growth,GDP growth (annual %) | CSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/grow.json,CSO,Central Statistical Office,GDP growth (annual %),%,,,1,,,,,1
India,ind,impo,https://api.economicsobservatory.com/ind/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/impo.json,,,Imports,Imports of goods and services (current US$) | CSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/impo.json,CSO,Central Statistical Office,Imports of goods and services (current US$),current US$,,,1,,,,,1
India,ind,infl,https://api.economicsobservatory.com/ind/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/infl.json,,,Inflation,"Inflation, consumer prices (annual %) | CSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/infl.json,CSO,Central Statistical Office,"Inflation, consumer prices (annual %)",%,,,1,,,,,1
India,ind,popu,https://api.economicsobservatory.com/ind/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/popu.json,,,Population,"Population, total | CSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/popu.json,CSO,Central Statistical Office,"Population, total",total,,,1,,,,,1
India,ind,unem,https://api.economicsobservatory.com/ind/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/unem.json,,,Unemployment,"Unemployment, total (% of total labor force) (modeled ILO estimate) | CSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/unem.json,CSO,Central Statistical Office,"Unemployment, total (% of total labor force) (modeled ILO estimate)",% of total labor force,,,1,,,,,1
Indonesia,idn,empd,https://api.economicsobservatory.com/idn/empd,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1953/key/5a91eee05bb200a412fdddf3f53778a8/vervar/2/turvar/1664/,2,1953,Employed,"Ages 16 and over, thousands | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1953/key/5a91eee05bb200a412fdddf3f53778a8/vervar/2/turvar/1664/,BPS,Badan Pusat Statistik,,thousands,observations.date,observations.value,1,,,,,0
Indonesia,idn,empl,https://api.economicsobservatory.com/idn/empl,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1953/key/5a91eee05bb200a412fdddf3f53778a8/vervar/1/turvar/1664/,1,1953,Employment Rate,"Ages 16 and over, % | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/1953/key/5a91eee05bb200a412fdddf3f53778a8/vervar/1/turvar/1664/,BPS,Badan Pusat Statistik,,%,observations.date,observations.value,1,,,,,0
Indonesia,idn,expo,https://api.economicsobservatory.com/idn/expo,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/196/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,9999,196,Exports,Millions of USD | Source: BPS through ECO API,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/196/key/5a91eee05bb200a412fdddf3f53778a8/vervar/9999/,BPS,Badan Pusat Statistik,,millions USD,observations.date,observations.value,1,,,,,0
Indonesia,idn,grow,https://api.economicsobservatory.com/idn/grow,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/2130/key/5a91eee05bb200a412fdddf3f53778a8/vervar/800/,800,2130,Growth,"Year-on-Year GDP Growth, % | Source: BPS through ECO API",https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/{DATASET}/key/{KEY}/vervar/{SERIES}/,https://webapi.bps.go.id/v1/api/list/model/data/lang/eng/domain/0000/var/2130/key/5a91eee05bb200a412fdddf3f53778a8/vervar/800/,BPS,Badan Pusat Statistik,Gross Domestic Product Growth,%,observations.date,observations.value,1,,,,,0
