country_full,country,ecoSeries,ecoAPI,localAPI,localSeries,localDataset,Title,SubTitle,API_base,API_full,source,source_long,description,units,date,field,multiplier,date_keys,value_keys,filter,orient,use_cache
Egypt,egy,unem,https://api.economicsobservatory.com/egy/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/unem.json,,,Unemployment,"Rate, % | Source: CAPMAS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/unem.json,CAPMAS,Central Agency for Public Mobilization and Statistics,"Unemployment, %",% of total labor force,,,1,,,,,1
Egypt,egy,popu,https://api.economicsobservatory.com/egy/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/popu.json,,,Population,Total | Source: CAPMAS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/popu.json,CAPMAS,Central Agency for Public Mobilization and Statistics,"Population, total",total,,,1,,,,,1
Egypt,egy,impo,https://api.economicsobservatory.com/egy/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/impo.json,,,Imports,Current USD | Source: CAPMAS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/impo.json,CAPMAS,Central Agency for Public Mobilization and Statistics,Imports (current US$),current US$,,,1,,,,,1
Egypt,egy,empl,https://api.economicsobservatory.com/egy/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/empl.json,,,Employment to population ratio,"Ratio, % | Source: CAPMAS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/empl.json,CAPMAS,Central Agency for Public Mobilization and Statistics,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",%,,,1,,,,,1
Egypt,egy,gdpp,https://api.economicsobservatory.com/egy/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/gdpp.json,,,GDP per capita,2015 USD | Source: CAPMAS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/gdpp.json,CAPMAS,Central Agency for Public Mobilization and Statistics,GDP per capita (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Egypt,egy,gdpa,https://api.economicsobservatory.com/egy/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/gdpa.json,,,GDP,2015 USD | Source: CAPMAS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/gdpa.json,CAPMAS,Central Agency for Public Mobilization and Statistics,GDP (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Egypt,egy,expo,https://api.economicsobservatory.com/egy/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/expo.json,,,Exports,Current USD | Source: CAPMAS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/expo.json,CAPMAS,Central Agency for Public Mobilization and Statistics,Imports (current US$),current US$,,,1,,,,,1
Egypt,egy,grow,https://api.economicsobservatory.com/egy/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/grow.json,,,GDP growth,"Rate, % | Source: CAPMAS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/egy/grow.json,CAPMAS,Central Agency for Public Mobilization and Statistics,GDP growth (annual %),%,,,1,,,,,1
Ethiopia,eth,impo,https://api.economicsobservatory.com/eth/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/impo.json,,,Imports,Current USD | Source: CSA (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/impo.json,CSA,Central Statistical Agency,Imports (current US$),current US$,,,1,,,,,1
Ethiopia,eth,unem,https://api.economicsobservatory.com/eth/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/unem.json,,,Unemployment,"Rate, % | Source: CSA (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/unem.json,CSA,Central Statistical Agency,"Unemployment, %",% of total labor force,,,1,,,,,1
Ethiopia,eth,popu,https://api.economicsobservatory.com/eth/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/popu.json,,,Population,Total | Source: CSA (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/popu.json,CSA,Central Statistical Agency,"Population, total",total,,,1,,,,,1
Ethiopia,eth,infl,https://api.economicsobservatory.com/eth/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/infl.json,,,Inflation,"CPI, % |Source: CSA (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/infl.json,CSA,Central Statistical Agency,"Inflation, consumer prices (annual %)",%,,,1,,,,,1
Ethiopia,eth,grow,https://api.economicsobservatory.com/eth/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/grow.json,,,GDP growth,"Rate, % | Source: CSA (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/grow.json,CSA,Central Statistical Agency,GDP growth (annual %),%,,,1,,,,,1
Ethiopia,eth,debt,https://api.economicsobservatory.com/eth/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/debt.json,,,Debt,"Ratio, % GDP | Source: CSA (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/debt.json,CSA,Central Statistical Agency,"Central government debt, total (% of GDP)",% of GDP,,,1,,,,,1
Ethiopia,eth,gdpa,https://api.economicsobservatory.com/eth/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/gdpa.json,,,GDP,2015 USD | Source: CSA (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/gdpa.json,CSA,Central Statistical Agency,GDP (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Ethiopia,eth,expo,https://api.economicsobservatory.com/eth/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/expo.json,,,Exports,Current USD | Source: CSA (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/expo.json,CSA,Central Statistical Agency,Imports (current US$),current US$,,,1,,,,,1
Ethiopia,eth,empl,https://api.economicsobservatory.com/eth/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/empl.json,,,Employment to population ratio,"Ratio, % | Source: CSA (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/empl.json,CSA,Central Statistical Agency,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",%,,,1,,,,,1
Ethiopia,eth,gdpp,https://api.economicsobservatory.com/eth/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/gdpp.json,,,GDP per capita,2015 USD | Source: CSA (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/eth/gdpp.json,CSA,Central Statistical Agency,GDP per capita (constant 2015 US$),constant 2015 US$,,,1,,,,,1
France,fra,wage,https://api.economicsobservatory.com/fra/wage,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/wage.json,,,Wage growth,"Yearly, change in salary index, % |Source: Destatis through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/wage.json,Insee,Institut national de la statistique et des âˆšÂ©tudes âˆšÂ©conomiques,"Year-on-year change in salary index, excluding agriculture",%,,,1,,,,,1
France,fra,unem,https://api.economicsobservatory.com/fra/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/unem.json,,,Unemployment,"Rate, % | Source: Insee through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/unem.json,Insee,Institut national de la statistique et des âˆšÂ©tudes âˆšÂ©conomiques,Unemployment Rate,%,,,1,,,,,1
France,fra,undr,https://api.economicsobservatory.com/fra/undr,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/undr.json,,,Underemployment,"Rate, % | Source: Insee through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/undr.json,Insee,Institut national de la statistique et des âˆšÂ©tudes âˆšÂ©conomiques,Underemployment Rate,%,,,1,,,,,1
France,fra,popu,https://api.economicsobservatory.com/fra/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/popu.json,,,Population,Total | Source: Insee through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/popu.json,Insee,Institut national de la statistique et des âˆšÂ©tudes âˆšÂ©conomiques,"Population, excluding Mayotte until 2014",People,,,1,,,,,1
France,fra,infl,https://api.economicsobservatory.com/fra/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/infl.json,,,Inflation,"CPI, % | Source: Insee through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/infl.json,Insee,Institut national de la statistique et des âˆšÂ©tudes âˆšÂ©conomiques,Year-on-year change in CPI,%,,,1,,,,,1
France,fra,house,https://api.economicsobservatory.com/fra/house,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/house.json,,,Housing Stock,Total dwellings (thousands) | Source: Insee through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/house.json,Insee,Institut national de la statistique et des âˆšÂ©tudes âˆšÂ©conomiques,"Housing Stock, Thousands of Dwellings",Thousands,,,1,,,,,1
France,fra,grow,https://api.economicsobservatory.com/fra/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/grow.json,,,GDP growth,"Rate, % (chained prices) | Source: Insee through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/grow.json,Insee,Institut national de la statistique et des âˆšÂ©tudes âˆšÂ©conomiques,"Real GDP Growth, Chained Prices",%,,,1,,,,,1
France,fra,fert,https://api.economicsobservatory.com/fra/fert,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/fert.json,,,Fertility,Rate | Source: Insee through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/fert.json,Insee,Institut national de la statistique et des âˆšÂ©tudes âˆšÂ©conomiques,Total fertility rate,Births,,,1,,,,,1
France,fra,debt,https://api.economicsobservatory.com/fra/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/debt.json,,,Debt,"Ratio, % GDP | Source: Insee through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/fra/debt.json,Insee,Institut national de la statistique et des âˆšÂ©tudes âˆšÂ©conomiques,"General Government Debt, % of GDP",%,,,1,,,,,1
Germany,deu,unem,https://api.economicsobservatory.com/deu/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/unem.json,11,81000,Unemployment,"Rate, % |Source: Destatis through ECO API",https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/unem.json,Destatis,Federal Statistical Office of Germany,Unemployment rate (%)Ã”Ã¸Î©,,1,['Unnamed_0'],1,,,,,1
Germany,deu,popu,https://api.economicsobservatory.com/deu/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/popu.json,11,81000,Population,Total (thousands) |Source: Destatis through ECO API,https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/popu.json,Destatis,Federal Statistical Office of Germany,Population (mn)Ã”Ã¸Î©,,,1,1,,,,,1
Germany,deu,part,https://api.economicsobservatory.com/deu/part,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/part.json,11,81000,Labour participation rate,"Rate, % | Source: Destatis through ECO API",https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/part.json,Destatis,Federal Statistical Office of Germany,Labour Participation rate (%)Ã”Ã¸Î©,,1,['Unnamed_0'],1,,,,,1
Germany,deu,infl,https://api.economicsobservatory.com/deu/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/infl.json,2,61111,Inflation,"CPI, % |Source: Destatis through ECO API",https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/infl.json,Destatis,Federal Statistical Office of Germany,Year-on-year CPI inflation (%)Ã”Ã¸Î©,1,"['Unnamed_0', 'Unnamed_1']",Change on previous year's month,1,,,,,1
Germany,deu,debt,https://api.economicsobservatory.com/deu/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/debt.json,1,71311,Debt,"Public sector, EUR (millions) | Source: Destatis through ECO API",https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/debt.json,Destatis,Federal Statistical Office of Germany,Total debt to the non-public sector (EUR mn)Ã”Ã¸Î©,1,['Germany'],Unnamed_60,1,,,,,1
Germany,deu,gdp,https://api.economicsobservatory.com/deu/gdp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/gdp.json,6,81000,GDP,"Quarterly, price and season adjusted, EUR (millions) |Source: Destatis through ECO API",https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/gdp.json,Destatis,Federal Statistical Office of Germany,Seasonally adjusted Gross Domestic Product at current prices (EUR mn)Ã”Ã¸Î©,1,"['Unnamed_1', 'Unnamed_2']",Gross domestic product,1,,,,,1
Germany,deu,expo,https://api.economicsobservatory.com/deu/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/expo.json,28,81000,Exports,"Price and season adjusted, EUR (billions) |Source: Destatis through ECO API",https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/expo.json,Destatis,Federal Statistical Office of Germany,"Exports (bn EUR), price and season adjustedÃ”Ã¸Î©",1,"['Unnamed_2', 'Unnamed_3']",Unnamed_4,1,,,,,1
Germany,deu,impo,https://api.economicsobservatory.com/deu/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/impo.json,28,81000,Imports,"Price and season adjusted, EUR (billions) |Source: Destatis through ECO API",https://www-genesis.destatis.de/genesisWS/rest/2020//data/tablefile?username={username}&password={password}&name={dataset}-{series}&area=free&compress=false&transpose={str(transpose).lower()}&startyear=&endyear=&timeslices=100&regionalvariable=&regionalkey=&classifyingvariable1=&classifyingkey1=&classifyingvariable2=&classifyingkey2=&classifyingvariable3=&classifyingkey3=&job=false&stand=01.01.1970%2001:00&language=en&timeslices=100,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/deu/impo.json,Destatis,Federal Statistical Office of Germany,"Imports (bn EUR), price and season adjustedÃ”Ã¸Î©",1,"['Unnamed_2', 'Unnamed_3']",Unnamed_7,1,,,,,1
Great Britain,gbr,debt,https://api.economicsobservatory.com/gbr/debt,https://api.ons.gov.uk/timeseries/HF6X/dataset/PUSF/data,HF6X,PUSF,Debt,"Public sector net debt, % GDP | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/HF6X/dataset/PUSF/data,ONS,UK Office for National Statistics,"PS, Net Debt as a % of GDP, NSA",% of GDP,months.date,months.value,1,,,,,0
Great Britain,gbr,empd,https://api.economicsobservatory.com/gbr/empd,https://api.ons.gov.uk/timeseries/MGRZ/dataset/LMS/data,MGRZ,LMS,Employed,"Ages 16 and over, thousands | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/MGRZ/dataset/LMS/data,ONS,UK Office for National Statistics,,thousands,months.date,months.value,1,,,,,0
Great Britain,gbr,empl,https://api.economicsobservatory.com/gbr/empl,https://api.ons.gov.uk/timeseries/MGSR/dataset/LMS/data,MGSR,LMS,Employment rate,"Ages 16 and over, % | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/MGSR/dataset/LMS/data,ONS,UK Office for National Statistics,,%,months.date,months.value,1,,,,,0
Great Britain,gbr,expo,https://api.economicsobservatory.com/gbr/expo,https://api.ons.gov.uk/timeseries/LQAD/dataset/UKEA/data,LQAD,UKEA,Exports,"Goods, £ million GBP | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/LQAD/dataset/UKEA/data,ONS,UK Office for National Statistics,"Trade in Goods, T, WW, Exports, BOP, CP, NSA",Â¬Â£ million,quarters.date,quarters.value,1,,,,,0
Great Britain,gbr,grow,https://api.economicsobservatory.com/gbr/grow,https://api.ons.gov.uk/timeseries/IHYR/dataset/QNA/data,IHYR,QNA,GDP growth,"GDP QoQ4 growth rate, % | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/IHYR/dataset/QNA/data,ONS,UK Office for National Statistics,"Gross Domestic Product, QoQ4 growth rate, CVM SA",%,quarters.date,quarters.value,1,,,,,0
Great Britain,gbr,impo,https://api.economicsobservatory.com/gbr/impo,https://api.ons.gov.uk/timeseries/LQBL/dataset/UKEA/data,LQBL,UKEA,Imports,"Goods, £ million GBP | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/LQBL/dataset/UKEA/data,ONS,UK Office for National Statistics,"Trade in Goods, T, WW, Imports, BOP, CP, NSA",Â¬Â£ million,quarters.date,quarters.value,1,,,,,0
Great Britain,gbr,inac,https://api.economicsobservatory.com/gbr/inac,https://api.ons.gov.uk/timeseries/LF4T/dataset/LMS/data,LF4T,LMS,Inactivity,"Age 16-64, % workforce | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/LF4T/dataset/LMS/data,ONS,UK Office for National Statistics,"LFS, Economic inactivity rate, Aged 16-64, GB, All, SA",%,months.date,months.value,1,,,,,0
Great Britain,gbr,infl,https://api.economicsobservatory.com/gbr/infl,https://api.ons.gov.uk/timeseries/L55O/dataset/MM23/data,L55O,MM23,Inflation,"All items, % | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/L55O/dataset/MM23/data,ONS,UK Office for National Statistics,"CPIH annual rate, All items, 2015=100",%,months.date,months.value,1,,,,,0
Great Britain,gbr,popu,https://api.economicsobservatory.com/gbr/popu,https://api.ons.gov.uk/timeseries/GBPOP/dataset/POP/data,GBPOP,POP,Population,Number of people | Source: ONS through ECO API,https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/GBPOP/dataset/POP/data,ONS,UK Office for National Statistics,,people,years.date,years.value,1,,,,,0
Great Britain,gbr,prod,https://api.economicsobservatory.com/gbr/prod,https://api.ons.gov.uk/timeseries/LZVB/dataset/PRDY/data,LZVB,PRDY,Productivity,"Output per hour, Index, base year = 100 | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/LZVB/dataset/PRDY/data,ONS,UK Office for National Statistics,"Output per hour worked SA, UK Whole Economy, Index 2019 = 100","Index, base year = 100",quarters.date,quarters.value,1,,,,,0
Great Britain,gbr,unem,https://api.economicsobservatory.com/gbr/unem,https://api.ons.gov.uk/timeseries/MGSX/dataset/LMS/data,MGSX,LMS,Unemployment rate,"Ages 16 and over, % | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/MGSX/dataset/LMS/data,ONS,UK Office for National Statistics,"Unemployment rate, ages 16 and over, seasonally adjusted",%,months.date,months.value,1,,,,,0
Great Britain,gbr,wage,https://api.economicsobservatory.com/gbr/wage,https://api.ons.gov.uk/timeseries/KAb9/dataset/LMS/data,KAb9,LMS,Weekly wage,"Total Weekly Pay, Â¬Â£ | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/KAb9/dataset/LMS/data,ONS,UK Office for National Statistics,,Â¬Â£ / week,months.date,months.value,1,,,,,0
Great Britain,gbr,gdpp,https://api.economicsobservatory.com/gbr/gdpp,https://api.ons.gov.uk/timeseries/IHXW/dataset/pn2/data,IHXW,P2N,GDP per capita,Current GBP | Source: ONS through ECO API,https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/IHXW/dataset/pn2/data,ONS,UK Office for National Statistics,"GDP per capita, seasonally adjusted, market prices",Current GBP,quarters.date,quarters.value,1,,,,,0
Great Britain,gbr,hour,https://api.economicsobservatory.com/gbr/hour,https://api.ons.gov.uk/timeseries/YBUY/dataset/LMS/data,YBUY,LMS,Average working hours,"Full time, hours | Source: ONS through ECO API",https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,ONS,UK Office for National Statistics,Average Working Hours,Hours,months.date,months.value,1,,,,,0
Great Britain,gbr,redn,https://api.economicsobservatory.com/gbr/redn,https://api.ons.gov.uk/timeseries/BEIR/dataset/LMS/data,BEIR,LMS,Redundancy Rate,Per 1000 employees | Source: ONS through ECO API,https://api.ons.gov.uk/timeseries/{SERIES}/dataset/{DATASET}/data,https://api.ons.gov.uk/timeseries/BEIR/dataset/LMS/data,ONS,UK Office for National Statistics,"Redundancy Rate, per 1000 employees",,months.date,months.value,1,,,,,0
India,ind,popu,https://api.economicsobservatory.com/ind/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/popu.json,,,Population,Total |Source: CSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/ind/popu.json,CSO,Central Statistical Office,"Population, total",total,,,1,,,,,1
